Produit;Taille;Couleur;Prix Achat;Prix Vente;Code Complet;Saison
BRACELETGREAT;M;ORANG;3,6;13;BRACELETGREAT|ORANG|M;E18
BRACELETGREAT;L;ORANG;3,6;13;BRACELETGREAT|ORANG|L;E18
BRACELETGREAT;XL;ORANG;3,6;13;BRACELETGREAT|ORANG|XL;E18
BRACELETGREAT;XS;OTTAN;3,6;13;BRACELETGREAT|OTTAN|XS;E18
BRACELETGREAT;S;OTTAN;3,6;13;BRACELETGREAT|OTTAN|S;E18
BRACELETGREAT;M;OTTAN;3,6;13;BRACELETGREAT|OTTAN|M;E18
BRACELETGREAT;L;OTTAN;3,6;13;BRACELETGREAT|OTTAN|L;E18
BRACELETGREAT;XL;OTTAN;3,6;13;BRACELETGREAT|OTTAN|XL;E18
BRACELETGREAT;XS;PINK;3,6;13;BRACELETGREAT|PINK|XS;E18
BRACELETGREAT;S;PINK;3,6;13;BRACELETGREAT|PINK|S;E18
BRACELETGREAT;M;PINK;3,6;13;BRACELETGREAT|PINK|M;E18
BRACELETGREAT;L;PINK;3,6;13;BRACELETGREAT|PINK|L;E18
BRACELETGREAT;XL;PINK;3,6;13;BRACELETGREAT|PINK|XL;E18
BRACELETGREAT;XS;PISTA;3,6;13;BRACELETGREAT|PISTA|XS;E18
BRACELETGREAT;S;PISTA;3,6;13;BRACELETGREAT|PISTA|S;E18
BRACELETGREAT;M;PISTA;3,6;13;BRACELETGREAT|PISTA|M;E18
BRACELETGREAT;L;PISTA;3,6;13;BRACELETGREAT|PISTA|L;E18
BRACELETGREAT;XL;PISTA;3,6;13;BRACELETGREAT|PISTA|XL;E18
BRACELETGREAT;XS;POLVE;3,6;13;BRACELETGREAT|POLVE|XS;E18
BRACELETGREAT;S;POLVE;3,6;13;BRACELETGREAT|POLVE|S;E18
BRACELETGREAT;M;POLVE;3,6;13;BRACELETGREAT|POLVE|M;E18
BRACELETGREAT;L;POLVE;3,6;13;BRACELETGREAT|POLVE|L;E18
BRACELETGREAT;XL;POLVE;3,6;13;BRACELETGREAT|POLVE|XL;E18
BRACELETGREAT;XS;POURP;3,6;13;BRACELETGREAT|POURP|XS;E18
BRACELETGREAT;S;POURP;3,6;13;BRACELETGREAT|POURP|S;E18
BRACELETGREAT;M;POURP;3,6;13;BRACELETGREAT|POURP|M;E18
BRACELETGREAT;L;POURP;3,6;13;BRACELETGREAT|POURP|L;E18
BRACELETGREAT;XL;POURP;3,6;13;BRACELETGREAT|POURP|XL;E18
BRACELETGREAT;XS;POW;3,6;13;BRACELETGREAT|POW|XS;E18
BRACELETGREAT;S;POW;3,6;13;BRACELETGREAT|POW|S;E18
BRACELETGREAT;M;POW;3,6;13;BRACELETGREAT|POW|M;E18
BRACELETGREAT;L;POW;3,6;13;BRACELETGREAT|POW|L;E18
BRACELETGREAT;XL;POW;3,6;13;BRACELETGREAT|POW|XL;E18
BRACELETGREAT;XS;RED;3,6;13;BRACELETGREAT|RED|XS;E18
BRACELETGREAT;S;RED;3,6;13;BRACELETGREAT|RED|S;E18
BRACELETGREAT;M;RED;3,6;13;BRACELETGREAT|RED|M;E18
BRACELETGREAT;L;RED;3,6;13;BRACELETGREAT|RED|L;E18
BRACELETGREAT;XL;RED;3,6;13;BRACELETGREAT|RED|XL;E18
BRACELETGREAT;XS;ROCK;3,6;13;BRACELETGREAT|ROCK|XS;E18
BRACELETGREAT;S;ROCK;3,6;13;BRACELETGREAT|ROCK|S;E18
BRACELETGREAT;M;ROCK;3,6;13;BRACELETGREAT|ROCK|M;E18
BRACELETGREAT;L;ROCK;3,6;13;BRACELETGREAT|ROCK|L;E18
BRACELETGREAT;XL;ROCK;3,6;13;BRACELETGREAT|ROCK|XL;E18
BRACELETGREAT;XS;SANGR;3,6;13;BRACELETGREAT|SANGR|XS;E18
BRACELETGREAT;S;SANGR;3,6;13;BRACELETGREAT|SANGR|S;E18
BRACELETGREAT;M;SANGR;3,6;13;BRACELETGREAT|SANGR|M;E18
BRACELETGREAT;L;SANGR;3,6;13;BRACELETGREAT|SANGR|L;E18
BRACELETGREAT;XL;SANGR;3,6;13;BRACELETGREAT|SANGR|XL;E18
BRACELETGREAT;XS;VIODE;3,6;13;BRACELETGREAT|VIODE|XS;E18
BRACELETGREAT;S;VIODE;3,6;13;BRACELETGREAT|VIODE|S;E18
BRACELETGREAT;M;VIODE;3,6;13;BRACELETGREAT|VIODE|M;E18
BRACELETGREAT;L;VIODE;3,6;13;BRACELETGREAT|VIODE|L;E18
BRACELETGREAT;XL;VIODE;3,6;13;BRACELETGREAT|VIODE|XL;E18
BRACELETGREAT;XS;VIOL;3,6;13;BRACELETGREAT|VIOL|XS;E18
BRACELETGREAT;S;VIOL;3,6;13;BRACELETGREAT|VIOL|S;E18
BRACELETGREAT;M;VIOL;3,6;13;BRACELETGREAT|VIOL|M;E18
BRACELETGREAT;L;VIOL;3,6;13;BRACELETGREAT|VIOL|L;E18
BRACELETGREAT;XL;VIOL;3,6;13;BRACELETGREAT|VIOL|XL;E18
BRACELETGREAT;XS;WBLUE;3,6;13;BRACELETGREAT|WBLUE|XS;E18
BRACELETGREAT;S;WBLUE;3,6;13;BRACELETGREAT|WBLUE|S;E18
BRACELETGREAT;M;WBLUE;3,6;13;BRACELETGREAT|WBLUE|M;E18
BRACELETGREAT;L;WBLUE;3,6;13;BRACELETGREAT|WBLUE|L;E18
BRACELETGREAT;XL;WBLUE;3,6;13;BRACELETGREAT|WBLUE|XL;E18
BRACELETGREAT;XS;WHITE;3,6;13;BRACELETGREAT|WHITE|XS;E18
BRACELETGREAT;S;WHITE;3,6;13;BRACELETGREAT|WHITE|S;E18
BRACELETGREAT;M;WHITE;3,6;13;BRACELETGREAT|WHITE|M;E18
BRACELETGREAT;L;WHITE;3,6;13;BRACELETGREAT|WHITE|L;E18
BRACELETGREAT;XL;WHITE;3,6;13;BRACELETGREAT|WHITE|XL;E18
BRACELETGREAT;XS;YELL;3,6;13;BRACELETGREAT|YELL|XS;E18
BRACELETGREAT;S;YELL;3,6;13;BRACELETGREAT|YELL|S;E18
BRACELETGREAT;M;YELL;3,6;13;BRACELETGREAT|YELL|M;E18
BRACELETGREAT;L;YELL;3,6;13;BRACELETGREAT|YELL|L;E18
BRACELETGREAT;XL;YELL;3,6;13;BRACELETGREAT|YELL|XL;E18
BRACELETOPALINO;XS;CITRO;3,6;13;BRACELETOPALINO|CITRO|XS;E17
BRACELETOPALINO;S;CITRO;3,6;13;BRACELETOPALINO|CITRO|S;E17
BRACELETOPALINO;M;CITRO;3,6;13;BRACELETOPALINO|CITRO|M;E17
BRACELETOPALINO;L;CITRO;3,6;13;BRACELETOPALINO|CITRO|L;E17
BRACELETOPALINO;XL;CITRO;3,6;13;BRACELETOPALINO|CITRO|XL;E17
BRACELETOPALINO;XS;FRAG;3,6;13;BRACELETOPALINO|FRAG|XS;E17
BRACELETOPALINO;S;FRAG;3,6;13;BRACELETOPALINO|FRAG|S;E17
BRACELETOPALINO;M;FRAG;3,6;13;BRACELETOPALINO|FRAG|M;E17
BRACELETOPALINO;L;FRAG;3,6;13;BRACELETOPALINO|FRAG|L;E17
BRACELETOPALINO;XL;FRAG;3,6;13;BRACELETOPALINO|FRAG|XL;E17
BRACELETOPALINO;XS;MENTH;3,6;13;BRACELETOPALINO|MENTH|XS;E17
BRACELETOPALINO;S;MENTH;3,6;13;BRACELETOPALINO|MENTH|S;E17
BRACELETOPALINO;M;MENTH;3,6;13;BRACELETOPALINO|MENTH|M;E17
BRACELETOPALINO;L;MENTH;3,6;13;BRACELETOPALINO|MENTH|L;E17
BRACELETOPALINO;XL;MENTH;3,6;13;BRACELETOPALINO|MENTH|XL;E17
BRACELETOPALINO;XS;ORANG;3,6;13;BRACELETOPALINO|ORANG|XS;E17
BRACELETOPALINO;S;ORANG;3,6;13;BRACELETOPALINO|ORANG|S;E17
BRACELETOPALINO;M;ORANG;3,6;13;BRACELETOPALINO|ORANG|M;E17
BRACELETOPALINO;L;ORANG;3,6;13;BRACELETOPALINO|ORANG|L;E17
BRACELETOPALINO;XL;ORANG;3,6;13;BRACELETOPALINO|ORANG|XL;E17
BRACELETOPALINO;XS;PUFFO;3,6;13;BRACELETOPALINO|PUFFO|XS;E17
BRACELETOPALINO;S;PUFFO;3,6;13;BRACELETOPALINO|PUFFO|S;E17
BRACELETOPALINO;M;PUFFO;3,6;13;BRACELETOPALINO|PUFFO|M;E17
BRACELETOPALINO;L;PUFFO;3,6;13;BRACELETOPALINO|PUFFO|L;E17
BRACELETOPALINO;XL;PUFFO;3,6;13;BRACELETOPALINO|PUFFO|XL;E17
BRACELETWICKER;XS;BLACK;4,08;13;BRACELETWICKER|BLACK|XS;H16
BRACELETWICKER;S;BLACK;4,08;13;BRACELETWICKER|BLACK|S;H16
BRACELETWICKER;M;BLACK;4,08;13;BRACELETWICKER|BLACK|M;H16
BRACELETWICKER;L;BLACK;4,08;13;BRACELETWICKER|BLACK|L;H16
BRACELETWICKER;XL;BLACK;4,08;13;BRACELETWICKER|BLACK|XL;H16
BRACELETWICKER;XS;OTTAN;4,08;13;BRACELETWICKER|OTTAN|XS;H16
BRACELETWICKER;S;OTTAN;4,08;13;BRACELETWICKER|OTTAN|S;H16
BRACELETWICKER;M;OTTAN;4,08;13;BRACELETWICKER|OTTAN|M;H16
BRACELETWICKER;L;OTTAN;4,08;13;BRACELETWICKER|OTTAN|L;H16
BRACELETWICKER;XL;OTTAN;4,08;13;BRACELETWICKER|OTTAN|XL;H16
BRACELETWICKER;XS;POLVE;4,08;13;BRACELETWICKER|POLVE|XS;H16
BRACELETWICKER;S;POLVE;4,08;13;BRACELETWICKER|POLVE|S;H16
BRACELETWICKER;M;POLVE;4,08;13;BRACELETWICKER|POLVE|M;H16
BRACELETWICKER;L;POLVE;4,08;13;BRACELETWICKER|POLVE|L;H16
BRACELETWICKER;XL;POLVE;4,08;13;BRACELETWICKER|POLVE|XL;H16
BRACELETWICKER;XS;ROCK;4,08;13;BRACELETWICKER|ROCK|XS;H16
BRACELETWICKER;S;ROCK;4,08;13;BRACELETWICKER|ROCK|S;H16
BRACELETWICKER;M;ROCK;4,08;13;BRACELETWICKER|ROCK|M;H16
BRACELETWICKER;L;ROCK;4,08;13;BRACELETWICKER|ROCK|L;H16
BRACELETWICKER;XL;ROCK;4,08;13;BRACELETWICKER|ROCK|XL;H16
BRAFLEUR;XS;UNI;0;0;BRAFLEUR|UNI|XS;H16
BRAFLEUR;S;UNI;4,56;12;BRAFLEUR|UNI|S;H16
BRAFLEUR;M;UNI;4,56;12;BRAFLEUR|UNI|M;H16
BRAFLEUR;L;UNI;0;0;BRAFLEUR|UNI|L;H16
BRAFLEUR;XL;UNI;0;0;BRAFLEUR|UNI|XL;H16
BRAFLEURSL;XS;UNI;0;0;BRAFLEURSL|UNI|XS;H16
BRAFLEURSL;S;UNI;3,07;12;BRAFLEURSL|UNI|S;H16
BRAFLEURSL;M;UNI;3,07;12;BRAFLEURSL|UNI|M;H16
BRAFLEURSL;L;UNI;0;0;BRAFLEURSL|UNI|L;H16
BRAFLEURSL;XL;UNI;0;0;BRAFLEURSL|UNI|XL;H16
BRAKNOTDOUBLE;S;UNI;3,6;12;BRAKNOTDOUBLE|UNI|S;H16
BRAKNOTDOUBLE;M;UNI;3,6;12;BRAKNOTDOUBLE|UNI|M;H16
BRAKNOTDOUBLE;L;UNI;3,6;12;BRAKNOTDOUBLE|UNI|L;H16
BRAKNOTDOUBLE;XL;UNI;3,6;12;BRAKNOTDOUBLE|UNI|XL;H16
BRAKNOTSINGLE;S;UNI;3,6;12;BRAKNOTSINGLE|UNI|S;H17
BRAKNOTSINGLE;M;UNI;3,6;12;BRAKNOTSINGLE|UNI|M;H17
BRAKNOTSINGLE;L;UNI;3,6;12;BRAKNOTSINGLE|UNI|L;H17
BRAKNOTSINGLE;XL;UNI;3,6;12;BRAKNOTSINGLE|UNI|XL;H17
BRAN;0;UNI;4,8;10;BRAN|UNI|0;H14
BRAN/AVIATOR;0;UNI;4,8;15;BRAN/AVIATOR|UNI|0;H16
CANOBASKET;0;BLACK;9,6;25;CANOBASKET|BLACK|0;E17
CANOBASKET;0;FLROS;9,6;25;CANOBASKET|FLROS|0;E17
CANOBASKET;0;TENBL;16,2;45;CANOBASKET|TENBL|0;E17
CANOBASKET;0;TENGR;16,2;45;CANOBASKET|TENGR|0;E17
CANOBEACH;0;BLACK;11,85;35;CANOBEACH|BLACK|0;E18
CANOBEACH;0;HAINA;14,4;42;CANOBEACH|HAINA|0;E18
CANOBEACH;0;IBISC;13,33;40;CANOBEACH|IBISC|0;E18
CANOBEACH;0;NATUR;11,85;35;CANOBEACH|NATUR|0;E18
CANOBEACH;0;TRAPP;12,6;38;CANOBEACH|TRAPP|0;E18
CANOBEACH;0;TRRED;12,6;38;CANOBEACH|TRRED|0;E18
CANOBEACH;0;TRWHI;12,6;38;CANOBEACH|TRWHI|0;E18
CANOCHIC;0;BLACK;9,6;25;CANOCHIC|BLACK|0;E17
CANOCHIC;0;BLUE;9,6;25;CANOCHIC|BLUE|0;E17
CANOCHIC;0;COBLU;9,78;30;CANOCHIC|COBLU|0;E17
CANOCHIC;0;FEUBL;12;35;CANOCHIC|FEUBL|0;E17
CANOCHIC;0;FEUCE;12;35;CANOCHIC|FEUCE|0;E17
CANOCHIC;0;FEUPE;12;35;CANOCHIC|FEUPE|0;E17
CANOCHIC;0;LAIBL;9;30;CANOCHIC|LAIBL|0;E17
CANOCHIC;0;LAIBO;9,78;30;CANOCHIC|LAIBO|0;E17
CANOCHIC;0;SAKBL;9;30;CANOCHIC|SAKBL|0;E17
CANOCITY;0;ASTBL;29,4;80;CANOCITY|ASTBL|0;E18
CANOCITY;0;ATLAN;9,36;30;CANOCITY|ATLAN|0;E18
CANOCITY;0;BINER;14,4;44;CANOCITY|BINER|0;E18
CANOCITY;0;BOUAU;13,56;40;CANOCITY|BOUAU|0;E18
CANOCITY;0;BOUBL;12,6;38;CANOCITY|BOUBL|0;E18
CANOCITY;0;BOUBO;18;50;CANOCITY|BOUBO|0;E18
CANOCITY;0;CEDRO;9,36;28;CANOCITY|CEDRO|0;E18
CANOCITY;0;COBAL;9,36;28;CANOCITY|COBAL|0;E18
CANOCITY;0;DERED;12,72;39;CANOCITY|DERED|0;E18
CANOCITY;0;FLSAN;11,4;33;CANOCITY|FLSAN|0;E18
CANOCITY;0;LINTO;10,8;30;CANOCITY|LINTO|0;E18
CANOCITY;0;MATBD;14,4;45;CANOCITY|MATBD|0;E18
CANOCITY;0;MATGR;14,4;45;CANOCITY|MATGR|0;E18
CANOCITY;0;MICOT;10,8;35;CANOCITY|MICOT|0;E18
CANOCITY;0;NAAZU;12,6;38;CANOCITY|NAAZU|0;E18
CANOCITY;0;NANAV;14,4;44;CANOCITY|NANAV|0;E18
CANOCITY;0;NARED;14,4;44;CANOCITY|NARED|0;E18
CANOCITY;0;ONDBL;21,6;60;CANOCITY|ONDBL|0;E18
CANOCITY;0;POISR;13,56;40;CANOCITY|POISR|0;E18
CANOCITY;0;RED;9,36;28;CANOCITY|RED|0;E18
CANOCITY;0;RIVBL;19,8;60;CANOCITY|RIVBL|0;E18
CANOCITY;0;RIVRO;19,8;60;CANOCITY|RIVRO|0;E18
CANOCITY;0;ROSMO;9,36;30;CANOCITY|ROSMO|0;E18
CANOCITY;0;SANGR;9,36;28;CANOCITY|SANGR|0;E18
CANOCITY;0;TRESA;9,36;30;CANOCITY|TRESA|0;E18
CANOCITY;0;VICHY;12,72;39;CANOCITY|VICHY|0;E18
CANOFIFTY;0;AZUR;6,85;30;CANOFIFTY|AZUR|0;H18
CANOFIFTY;0;CAMET;10,53;35;CANOFIFTY|CAMET|0;E18
CANOFIFTY;0;CEDRO;6,85;30;CANOFIFTY|CEDRO|0;H18
CANOFIFTY;0;COBAL;6,85;30;CANOFIFTY|COBAL|0;H18
CANOFIFTY;0;CORAL;6,85;30;CANOFIFTY|CORAL|0;H18
CANOFIFTY;0;FLOWE;6,85;35;CANOFIFTY|FLOWE|0;H18
CANOFIFTY;0;GRBLU;8,9;36;CANOFIFTY|GRBLU|0;H18
CANOFIFTY;0;GRVER;8,9;36;CANOFIFTY|GRVER|0;H18
CANOFIFTY;0;MAIBL;7,37;35;CANOFIFTY|MAIBL|0;H18
CANOFIFTY;0;ROSMO;6,85;30;CANOFIFTY|ROSMO|0;H18
CANOFIFTY;0;SANGR;6,85;30;CANOFIFTY|SANGR|0;H18
CANOFIFTY;0;TOUCA;10,53;35;CANOFIFTY|TOUCA|0;E18
CANOFOLDER;0;BLACK;7,8;25;CANOFOLDER|BLACK|0;H16
CANOFOLDER;0;BLG;7,8;25;CANOFOLDER|BLG|0;H16
CANOGLAM;0;LAINE;9;27;CANOGLAM|LAINE|0;H18
CANOGLAM;0;LAPBO;18,6;48;CANOGLAM|LAPBO|0;H18
CANOGLAM;0;LAPBS;18,6;48;CANOGLAM|LAPBS|0;H18
CANOGLAM;0;LAPBU;18,6;48;CANOGLAM|LAPBU|0;H18
CANOGLAM;0;LAPGR;18,6;48;CANOGLAM|LAPGR|0;H18
CANOGLAM;0;LAPNE;18,6;48;CANOGLAM|LAPNE|0;H18
CANOGLAM;0;LAPRS;18,6;48;CANOGLAM|LAPRS|0;H18
CANOGLAM;0;LAPWH;18,6;48;CANOGLAM|LAPWH|0;H18
CANOGLAM;0;MIBLA;8,1;24;CANOGLAM|MIBLA|0;H18
CANOGLAM;0;MICBD;8,1;24;CANOGLAM|MICBD|0;H18
CANOGLAM;0;MICBR;8,1;24;CANOGLAM|MICBR|0;H18
CANOGLAM;0;MICCH;8,1;24;CANOGLAM|MICCH|0;H18
CANOGLAM;0;MICLA;8,1;24;CANOGLAM|MICLA|0;H18
CANOGLAM;0;NA/CU;18,6;48;CANOGLAM|NA/CU|0;H18
CANOGLAM;0;TARTN;12,72;38;CANOGLAM|TARTN|0;H18
CANOGLAM;0;VELNE;9;27;CANOGLAM|VELNE|0;H18
CANOGLAM;0;VELRE;9;27;CANOGLAM|VELRE|0;H18
CANOGLAM;0;VELTO;9;27;CANOGLAM|VELTO|0;H18
CANOKNITMINI;0;MICBD;10,8;33;CANOKNITMINI|MICBD|0;H18
CANOKNITMINI;0;MICBR;10,8;33;CANOKNITMINI|MICBR|0;H18
CANOKNITMINI;0;MICCH;10,8;33;CANOKNITMINI|MICCH|0;H18
CANOKNITMINI;0;MICLA;10,8;33;CANOKNITMINI|MICLA|0;H18
CANOKNITMINI;0;MICNE;10,8;33;CANOKNITMINI|MICNE|0;H18
CANOMICROBEACH;0;BLACK;9,72;30;CANOMICROBEACH|BLACK|0;E18
CANOMICROBEACH;0;DELCE;10,74;33;CANOMICROBEACH|DELCE|0;E18
CANOMICROBEACH;0;DELCO;10,74;33;CANOMICROBEACH|DELCO|0;E18
CANOMICROBEACH;0;FIREW;10,74;33;CANOMICROBEACH|FIREW|0;E18
CANOMICROBEACH;0;NATUR;9,72;30;CANOMICROBEACH|NATUR|0;E18
CANOMICROBEACH;0;POPSI;10,74;33;CANOMICROBEACH|POPSI|0;E18
CANOMICROBEACH;0;WAVES;10,74;33;CANOMICROBEACH|WAVES|0;E18
CANOMINIFOLDER;0;OTTAN;10,8;30;CANOMINIFOLDER|OTTAN|0;H17
CANOMOON;0;CHEAT;12,72;39;CANOMOON|CHEAT|0;H18
CANOMOON;0;CHEAU;12,72;39;CANOMOON|CHEAU|0;H18
CANOMOON;0;CONOI;11,4;34;CANOMOON|CONOI|0;H18
CANOMOON;0;CORAL;10,8;33;CANOMOON|CORAL|0;H18
CANOMOON;0;COWHI;11,4;34;CANOMOON|COWHI|0;H18
CANOMOON;0;FLABO;10,44;34;CANOMOON|FLABO|0;H18
CANOMOON;0;FLAOT;10,44;34;CANOMOON|FLAOT|0;H18
CANOMOON;0;FLATO;10,44;34;CANOMOON|FLATO|0;H18
CANOMOON;0;FLSAN;10,44;34;CANOMOON|FLSAN|0;H18
CANOMOON;0;FOUNE;18,6;55;CANOMOON|FOUNE|0;H18
CANOMOON;0;FOUWH;18,6;55;CANOMOON|FOUWH|0;H18
CANOMOON;0;HAINA;12,6;36;CANOMOON|HAINA|0;H18
CANOMOON;0;LAPBU;18,6;48;CANOMOON|LAPBU|0;H18
CANOMOON;0;LAPGR;18,6;48;CANOMOON|LAPGR|0;H18
CANOMOON;0;LAPRS;18,6;48;CANOMOON|LAPRS|0;H18
CANOMOON;0;MICAN;9,6;30;CANOMOON|MICAN|0;H18
CANOMOON;0;MICBL;9,6;30;CANOMOON|MICBL|0;H18
CANOMOON;0;MICLA;9,6;30;CANOMOON|MICLA|0;H18
CANOMOON;0;MICNE;9,6;30;CANOMOON|MICNE|0;H18
CANOMOON;0;MICOT;9,6;30;CANOMOON|MICOT|0;H18
CANOMOON;0;MIROS;9,6;30;CANOMOON|MIROS|0;H18
CANOMOON;0;RAIYE;11,88;36;CANOMOON|RAIYE|0;H18
CANOMOON;0;RIVSA;13,33;39;CANOMOON|RIVSA|0;H18
CANOMOON;0;SANGR;10,8;33;CANOMOON|SANGR|0;H18
CANOMOON;0;TARTN;12,72;39;CANOMOON|TARTN|0;H18
CANOMOON;0;TWEAT;13,68;41;CANOMOON|TWEAT|0;H18
CANOMOON;0;TWEBD;13,68;41;CANOMOON|TWEBD|0;H18
CANOMOON;0;VELBO;9,66;29;CANOMOON|VELBO|0;H18
CANOMOON;0;VELNE;12,6;38;CANOMOON|VELNE|0;H18
CANOMOON;0;VELTO;9,66;29;CANOMOON|VELTO|0;H18
CANOMOON;0;VICCO;12,6;36;CANOMOON|VICCO|0;H18
CANOMOONLIGHT;0;BLACK;10,44;31;CANOMOONLIGHT|BLACK|0;H18
CANOMOONLIGHT;0;CHEBD;12,6;38;CANOMOONLIGHT|CHEBD|0;H18
CANOMOONLIGHT;0;CHENO;12,6;38;CANOMOONLIGHT|CHENO|0;H18
CANOMOONLIGHT;0;FLATO;10,44;30;CANOMOONLIGHT|FLATO|0;H18
CANOMOONLIGHT;0;FLSAN;9,48;30;CANOMOONLIGHT|FLSAN|0;H18
CANOMOONLIGHT;0;LAPCH;14,16;42;CANOMOONLIGHT|LAPCH|0;H18
CANOMOONLIGHT;0;MICBL;9,6;30;CANOMOONLIGHT|MICBL|0;H18
CANOMOONLIGHT;0;MICOT;9,6;30;CANOMOONLIGHT|MICOT|0;H18
CANOMOONLIGHT;0;PAPYE;12,72;39;CANOMOONLIGHT|PAPYE|0;H18
CANOMOONLIGHT;0;SAICH;9;27;CANOMOONLIGHT|SAICH|0;H18
CANOMOONLIGHT;0;SAINA;9;27;CANOMOONLIGHT|SAINA|0;H18
CANOMOONLIGHT;0;SNAVY;15;45;CANOMOONLIGHT|SNAVY|0;H18
CANOMOONLIGHT;0;VELBD;12,6;38;CANOMOONLIGHT|VELBD|0;H18
CANOMOONLIGHT;0;VELTO;12;36;CANOMOONLIGHT|VELTO|0;H18
CANOSAND;0;FRUIT;11,85;36;CANOSAND|FRUIT|0;E18
CANOSAND;0;IBISC;11,85;36;CANOSAND|IBISC|0;E18
CANOSAND;0;TROPI;11,85;36;CANOSAND|TROPI|0;E18
CANOSAND;0;WHITE;11,85;36;CANOSAND|WHITE|0;E18
CANOSQUARE;0;AUBER;12,6;36;CANOSQUARE|AUBER|0;H17
CANOSQUARE;0;BLK;12,6;35;CANOSQUARE|BLK|0;H17
CANOSQUARE;0;BLKCA;13,92;40;CANOSQUARE|BLKCA|0;H17
CANOSQUARE;0;BOR;12,6;36;CANOSQUARE|BOR|0;H17
CANOSQUARE;0;NATCA;13,92;40;CANOSQUARE|NATCA|0;H17
CANOSQUARE;0;NATUR;13,92;40;CANOSQUARE|NATUR|0;H17
CANOSWING;0;COCOV;12,6;39;CANOSWING|COCOV|0;E18
CANOSWING;0;DENCO;11,88;36;CANOSWING|DENCO|0;E18
CANOSWING;0;FRUIT;10,74;33;CANOSWING|FRUIT|0;E18
CANOSWING;0;RIVSA;10,8;33;CANOSWING|RIVSA|0;E18
CANOTWIST;0;CEDRE;13,33;40;CANOTWIST|CEDRE|0;E18
CANOTWIST;0;CORAL;13,33;40;CANOTWIST|CORAL|0;E18
CANOTWIST;0;NATUR;13,33;40;CANOTWIST|NATUR|0;E18
CANOTWIST;0;POPSI;14,44;44;CANOTWIST|POPSI|0;E18
CANOTWIST;0;SKYWA;13,33;40;CANOTWIST|SKYWA|0;E18
CANOTWISTMINI;0;FRUIT;13,33;40;CANOTWISTMINI|FRUIT|0;E18
CANOTWISTMINI;0;ICECR;13,33;40;CANOTWISTMINI|ICECR|0;E18
CANOTWISTMINI;0;NATUR;11,85;35;CANOTWISTMINI|NATUR|0;E18
CANOTWISTMINI;0;WHITE;11,85;35;CANOTWISTMINI|WHITE|0;E18
CANURBAN;0;CHEVA;14,16;42;CANURBAN|CHEVA|0;H18
CANURBAN;0;CHEVR;14,16;42;CANURBAN|CHEVR|0;H18
CANURBAN;0;MICAZ;9;27;CANURBAN|MICAZ|0;H18
CANURBAN;0;MICBD;9;27;CANURBAN|MICBD|0;H18
CANURBAN;0;MICBR;9;27;CANURBAN|MICBR|0;H18
CANURBAN;0;MICCH;9;27;CANURBAN|MICCH|0;H18
CANURBAN;0;MICGR;9;27;CANURBAN|MICGR|0;H18
CANURBAN;0;MICLA;9;27;CANURBAN|MICLA|0;H18
CANURBAN;0;MIROS;9;27;CANURBAN|MIROS|0;H18
CANURBAN;0;TARTN;14,16;42;CANURBAN|TARTN|0;H18
CANURBAN;0;TARTR;14,16;42;CANURBAN|TARTR|0;H18
CANURBAN;0;VELAT;10,8;40;CANURBAN|VELAT|0;H18
CANURBAN;0;VELBD;10,8;40;CANURBAN|VELBD|0;H18
CANURBAN;0;VELBE;10,8;40;CANURBAN|VELBE|0;H18
CANURBAN;0;VELNA;10,8;40;CANURBAN|VELNA|0;H18
CANURBAN;0;VELNE;10,8;40;CANURBAN|VELNE|0;H18
CANURBAN;0;VELRE;10,8;40;CANURBAN|VELRE|0;H18
CANURBAN;0;VELTO;10,8;40;CANURBAN|VELTO|0;H18
CANVAS;0;AZUR;7,8;25;CANVAS|AZUR|0;H18
CANVAS;0;BLUE;7,8;20;CANVAS|BLUE|0;H18
CANVAS;0;BOUAU;13,8;40;CANVAS|BOUAU|0;H18
CANVAS;0;CEDRO;7,8;25;CANVAS|CEDRO|0;H18
CANVAS;0;CHEVR;9,6;30;CANVAS|CHEVR|0;H18
CANVAS;0;COIRI;8,96;30;CANVAS|COIRI|0;H18
CANVAS;0;DIABL;12,6;38;CANVAS|DIABL|0;H18
CANVAS;0;FLABO;9,78;30;CANVAS|FLABO|0;H18
CANVAS;0;FLADO;11,4;35;CANVAS|FLADO|0;H18
CANVAS;0;FLAOT;11,4;35;CANVAS|FLAOT|0;H18
CANVAS;0;FLSAN;11,4;35;CANVAS|FLSAN|0;H18
CANVAS;0;GREY;9;20;CANVAS|GREY|0;H18
CANVAS;0;HAIPI;13,33;40;CANVAS|HAIPI|0;H18
CANVAS;0;ICECR;11,85;36;CANVAS|ICECR|0;H18
CANVAS;0;LAIBO;12,6;40;CANVAS|LAIBO|0;H18
CANVAS;0;LAINO;12,6;38;CANVAS|LAINO|0;H18
CANVAS;0;LAIOT;12,6;38;CANVAS|LAIOT|0;H18
CANVAS;0;MAIGR;9,42;30;CANVAS|MAIGR|0;H18
CANVAS;0;MICAN;10,8;33;CANVAS|MICAN|0;H18
CANVAS;0;MICAZ;10,8;33;CANVAS|MICAZ|0;H18
CANVAS;0;MICBD;10,8;33;CANVAS|MICBD|0;H18
CANVAS;0;MICBL;10,8;33;CANVAS|MICBL|0;H18
CANVAS;0;MICBR;10,8;33;CANVAS|MICBR|0;H18
CANVAS;0;MICCH;10,8;33;CANVAS|MICCH|0;H18
