Modele;Couleur;Taille;Prix Achat;Prix Vente;Saison;Code complet;Code incomplet;Prix achat (bis)
MINIECOFOURRURE;MARNA;0;21;60;H18;MINIECOFOURRURE|MARNA|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARNA;0;21;60;H18;MINIECOFOURRURE|MARNA|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARNA;0;21;60;H18;MINIECOFOURRURE|MARNA|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARNA;0;21;60;H18;MINIECOFOURRURE|MARNA|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARNA;0;21;60;H18;MINIECOFOURRURE|MARNA|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARNA;0;21;60;H18;MINIECOFOURRURE|MARNA|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARNA;0;21;60;H18;MINIECOFOURRURE|MARNA|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARNA;0;21;60;H18;MINIECOFOURRURE|MARNA|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARNA;0;21;60;H18;MINIECOFOURRURE|MARNA|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARNA;0;21;60;H18;MINIECOFOURRURE|MARNA|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARNA;0;21;60;H18;MINIECOFOURRURE|MARNA|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARNA;0;21;60;H18;MINIECOFOURRURE|MARNA|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARNA;0;21;6;H18;MINIECOFOURRURE|MARNA|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARNE;0;24;70;H18;MINIECOFOURRURE|MARNE|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;60;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MARSI;0;21;6;H17;MINIECOFOURRURE|MARSI|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;MOANT;0;18,6;55;H18;MINIECOFOURRURE|MOANT|0;MINIECOFOURRURE|0;18,6
MINIECOFOURRURE;MOTOR;0;18,6;55;H18;MINIECOFOURRURE|MOTOR|0;MINIECOFOURRURE|0;18,6
MINIECOFOURRURE;MOUMU;0;24;55;H17;MINIECOFOURRURE|MOUMU|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;MOUTO;0;18,6;55;H18;MINIECOFOURRURE|MOUTO|0;MINIECOFOURRURE|0;18,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;60;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;NATUR;0;21,6;6;H15;MINIECOFOURRURE|NATUR|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;RASGR;0;14,4;44;H17;MINIECOFOURRURE|RASGR|0;MINIECOFOURRURE|0;14,4
MINIECOFOURRURE;RASPH;0;14,4;44;H17;MINIECOFOURRURE|RASPH|0;MINIECOFOURRURE|0;14,4
MINIECOFOURRURE;RAUB;0;24;70;H18;MINIECOFOURRURE|RAUB|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REANT;0;24;70;H18;MINIECOFOURRURE|REANT|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;70;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBER;0;24;7;H18;MINIECOFOURRURE|REBER|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBLA;0;24;70;H18;MINIECOFOURRURE|REBLA|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBLW;0;25,2;70;H17;MINIECOFOURRURE|REBLW|0;MINIECOFOURRURE|0;25,2
MINIECOFOURRURE;REBN;0;24;70;H16;MINIECOFOURRURE|REBN|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REBOR;0;24;70;H17;MINIECOFOURRURE|REBOR|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REDOV;0;24;70;H18;MINIECOFOURRURE|REDOV|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REGR;0;24;70;E16;MINIECOFOURRURE|REGR|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REMUL;0;25,2;70;H17;MINIECOFOURRURE|REMUL|0;MINIECOFOURRURE|0;25,2
MINIECOFOURRURE;RENGC;0;24;70;H18;MINIECOFOURRURE|RENGC|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;RENRS;0;24;70;H18;MINIECOFOURRURE|RENRS|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REOT;0;24;70;H17;MINIECOFOURRURE|REOT|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REPHA;0;24;70;H17;MINIECOFOURRURE|REPHA|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REPOU;0;24;70;H16;MINIECOFOURRURE|REPOU|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;RETES;0;24;70;H16;MINIECOFOURRURE|RETES|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;REWHI;0;24;70;H18;MINIECOFOURRURE|REWHI|0;MINIECOFOURRURE|0;24
MINIECOFOURRURE;VIBL;0;21,6;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBL;0;21;60;H16;MINIECOFOURRURE|VIBL|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21,6;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21,6
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VIBO;0;21;60;H16;MINIECOFOURRURE|VIBO|0;MINIECOFOURRURE|0;21
MINIECOFOURRURE;VOLAM;0;25,2;70;H18;MINIECOFOURRURE|VOLAM|0;MINIECOFOURRURE|0;25,2
MINIECOFOURRURE;VOLBI;0;25,2;70;H18;MINIECOFOURRURE|VOLBI|0;MINIECOFOURRURE|0;25,2
MINIECOFOURRURE;VOLBL;0;25,2;70;H18;MINIECOFOURRURE|VOLBL|0;MINIECOFOURRURE|0;25,2
MINIECOFOURRURE;VOLBO;0;25,2;70;H18;MINIECOFOURRURE|VOLBO|0;MINIECOFOURRURE|0;25,2
MINIECOFOURRURE;VOLCU;0;25,2;70;H18;MINIECOFOURRURE|VOLCU|0;MINIECOFOURRURE|0;25,2
MINIECOFOURRURE;VOLRE;0;25,2;70;H18;MINIECOFOURRURE|VOLRE|0;MINIECOFOURRURE|0;25,2
MINIECOFOURRURE;VOLTO;0;25,2;70;H18;MINIECOFOURRURE|VOLTO|0;MINIECOFOURRURE|0;25,2
MINIECOKNIT;RENBL;0;24,24;72;H18;MINIECOKNIT|RENBL|0;MINIECOKNIT|0;24,24
MINIECOKNIT;RENWH;0;24,24;72;H18;MINIECOKNIT|RENWH|0;MINIECOKNIT|0;24,24
MINIFERMETURE;AJNAT;0;8,4;30;E17;MINIFERMETURE|AJNAT|0;MINIFERMETURE|0;8,4
MINIFERMETURE;AJWHI;0;8,4;30;E17;MINIFERMETURE|AJWHI|0;MINIFERMETURE|0;8,4
MINIFERMETURE;IVOIR;0;9,78;30;E16;MINIFERMETURE|IVOIR|0;MINIFERMETURE|0;9,78
MINIFERMETURE;LIEIV;0;12,54;36;E17;MINIFERMETURE|LIEIV|0;MINIFERMETURE|0;12,54
MINIFERMETURE;LILLA;0;9,78;30;E16;MINIFERMETURE|LILLA|0;MINIFERMETURE|0;9,78
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;25;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFN;0;8,4;;E17;MINIFERMETURE|PERFN|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;25;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;PERFW;0;8,4;;E17;MINIFERMETURE|PERFW|0;MINIFERMETURE|0;8,4
MINIFERMETURE;POCHB;0;10,8;30;H17;MINIFERMETURE|POCHB|0;MINIFERMETURE|0;10,8
MINIFERMETURE;POCHG;0;10,8;30;H17;MINIFERMETURE|POCHG|0;MINIFERMETURE|0;10,8
MINIFERMETURE;ROSA;0;9,78;30;E16;MINIFERMETURE|ROSA|0;MINIFERMETURE|0;9,78
MINIFERMETURE;SAUGE;0;9,78;30;E16;MINIFERMETURE|SAUGE|0;MINIFERMETURE|0;9,78
MINIFERMETURE;SERBE;0;8,96;30;E16;MINIFERMETURE|SERBE|0;MINIFERMETURE|0;8,96
MINIFERMETURE;SERGR;0;8,96;30;E16;MINIFERMETURE|SERGR|0;MINIFERMETURE|0;8,96
MINIFERMETURE;SEROR;0;8,96;30;E16;MINIFERMETURE|SEROR|0;MINIFERMETURE|0;8,96
MINIFERMETUREPOC;BLACK;0;12,6;40;H16;MINIFERMETUREPOC|BLACK|0;MINIFERMETUREPOC|0;12,6
MINIFERMETUREPOC;ECGRE;0;7,5;30;H16;MINIFERMETUREPOC|ECGRE|0;MINIFERMETUREPOC|0;7,5
MINIFERMETUREPOC;LIGBL;0;14,4;45;H17;MINIFERMETUREPOC|LIGBL|0;MINIFERMETUREPOC|0;14,4
MINIFERMETUREPOC;LIGRO;0;14,4;45;H17;MINIFERMETUREPOC|LIGRO|0;MINIFERMETUREPOC|0;14,4
MINIFERMETUREPOC;TESTA;0;12,6;40;H16;MINIFERMETUREPOC|TESTA|0;MINIFERMETUREPOC|0;12,6
MINIFLOWER;BECCO;0;22,8;65;E17;MINIFLOWER|BECCO|0;MINIFLOWER|0;22,8
MINIFLOWER;IVOIR;0;22,8;65;E17;MINIFLOWER|IVOIR|0;MINIFLOWER|0;22,8
MINIFLOWER;PHARD;0;22,8;65;E17;MINIFLOWER|PHARD|0;MINIFLOWER|0;22,8
MINIFLOWER;VERAN;0;22,8;65;E17;MINIFLOWER|VERAN|0;MINIFLOWER|0;22,8
MINILAPIN;BLACK;0;31;90;H16;MINILAPIN|BLACK|0;MINILAPIN|0;31
MINILAPIN;BROWN;0;31;90;H15;MINILAPIN|BROWN|0;MINILAPIN|0;31
MINILAPIN;CINCI;0;36;90;H14;MINILAPIN|CINCI|0;MINILAPIN|0;36
MINILAPIN;CORT;0;36;90;H14;MINILAPIN|CORT|0;MINILAPIN|0;36
MINILAPIN;FLEVE;0;31;90;E16;MINILAPIN|FLEVE|0;MINILAPIN|0;31
MINILAPIN;FRABE;0;36;90;H16;MINILAPIN|FRABE|0;MINILAPIN|0;36
MINILAPIN;FRANB;0;36;90;H16;MINILAPIN|FRANB|0;MINILAPIN|0;36
MINILAPIN;FRANZ;0;36;90;H15;MINILAPIN|FRANZ|0;MINILAPIN|0;36
MINILAPIN;MACBL;0;36;90;H15;MINILAPIN|MACBL|0;MINILAPIN|0;36
MINILAPIN;MACNO;0;36;90;H15;MINILAPIN|MACNO|0;MINILAPIN|0;36
MINILAPIN;MACSP;0;36;90;E16;MINILAPIN|MACSP|0;MINILAPIN|0;36
MINILAPIN;NATUR;0;31;90;H16;MINILAPIN|NATUR|0;MINILAPIN|0;31
MINILAPIN;ORANG;0;36;90;H15;MINILAPIN|ORANG|0;MINILAPIN|0;36
MINILAPIN;ROSA;0;36;90;E14;MINILAPIN|ROSA|0;MINILAPIN|0;36
MINILAPIN;WHITE;0;36;90;H15;MINILAPIN|WHITE|0;MINILAPIN|0;36
MINIMAR;BLUE;0;64,56;180;H15;MINIMAR|BLUE|0;MINIMAR|0;64,56
MINIMAR;NATUR;0;64,56;180;H15;MINIMAR|NATUR|0;MINIMAR|0;64,56
MINIMAR;PATNE;0;36;150;H15;MINIMAR|PATNE|0;MINIMAR|0;36
MINIMAR;PINK;0;78,48;180;H15;MINIMAR|PINK|0;MINIMAR|0;78,48
MINIOBEACH;ACQUA;0;11,88;36;E18;MINIOBEACH|ACQUA|0;MINIOBEACH|0;11,88
MINIOBEACH;APPLE;0;11,34;35;E17;MINIOBEACH|APPLE|0;MINIOBEACH|0;11,34
MINIOBEACH;ATLAN;0;11,88;36;E18;MINIOBEACH|ATLAN|0;MINIOBEACH|0;11,88
MINIOBEACH;BECCO;0;11,34;35;E17;MINIOBEACH|BECCO|0;MINIOBEACH|0;11,34
MINIOBEACH;BISCO;0;11,88;35;E18;MINIOBEACH|BISCO|0;MINIOBEACH|0;11,88
MINIOBEACH;BLACK;0;11,88;36;E18;MINIOBEACH|BLACK|0;MINIOBEACH|0;11,88
MINIOBEACH;BLUET;0;11,34;35;E17;MINIOBEACH|BLUET|0;MINIOBEACH|0;11,34
MINIOBEACH;CEDRO;0;11,88;36;E18;MINIOBEACH|CEDRO|0;MINIOBEACH|0;11,88
MINIOBEACH;COBAL;0;11,88;36;E18;MINIOBEACH|COBAL|0;MINIOBEACH|0;11,88
MINIOBEACH;CORAL;0;11,88;36;E18;MINIOBEACH|CORAL|0;MINIOBEACH|0;11,88
MINIOBEACH;FRAG;0;11,34;35;E17;MINIOBEACH|FRAG|0;MINIOBEACH|0;11,34
MINIOBEACH;NAVY;0;11,88;36;E18;MINIOBEACH|NAVY|0;MINIOBEACH|0;11,88
MINIOBEACH;PINK;0;11,88;36;E18;MINIOBEACH|PINK|0;MINIOBEACH|0;11,88
MINIOBEACH;RED;0;11,88;36;E18;MINIOBEACH|RED|0;MINIOBEACH|0;11,88
MINIOBEACH;SAND;0;11,88;36;E18;MINIOBEACH|SAND|0;MINIOBEACH|0;11,88
MINIOBEACH;SANGR;0;11,88;36;E18;MINIOBEACH|SANGR|0;MINIOBEACH|0;11,88
MINIOBEACH;SKYWA;0;11,88;36;E18;MINIOBEACH|SKYWA|0;MINIOBEACH|0;11,88
MINIOBEACH;WHITE;0;11,88;36;E18;MINIOBEACH|WHITE|0;MINIOBEACH|0;11,88
MINIOBODY;ABRI;0;14,4;42;E15;MINIOBODY|ABRI|0;MINIOBODY|0;14,4
MINIOBODY;ACQUA;0;14,4;42;E17;MINIOBODY|ACQUA|0;MINIOBODY|0;14,4
MINIOBODY;AMARA;0;14,4;42;H18;MINIOBODY|AMARA|0;MINIOBODY|0;14,4
MINIOBODY;APPLE;0;14,4;42;E17;MINIOBODY|APPLE|0;MINIOBODY|0;14,4
MINIOBODY;ATLAN;0;14,4;42;H18;MINIOBODY|ATLAN|0;MINIOBODY|0;14,4
MINIOBODY;AUBER;0;14,4;42;H18;MINIOBODY|AUBER|0;MINIOBODY|0;14,4
MINIOBODY;AZUR;0;14,4;42;E16;MINIOBODY|AZUR|0;MINIOBODY|0;14,4
MINIOBODY;BECCO;0;14,4;42;E17;MINIOBODY|BECCO|0;MINIOBODY|0;14,4
MINIOBODY;BISCO;0;14,4;42;H18;MINIOBODY|BISCO|0;MINIOBODY|0;14,4
MINIOBODY;BLACK;0;14,4;42;H18;MINIOBODY|BLACK|0;MINIOBODY|0;14,4
MINIOBODY;BLUAC;0;14,4;42;H17;MINIOBODY|BLUAC|0;MINIOBODY|0;14,4
